Clave,Nombre,Etiqueta,Numero_instituciones,Preferencia,Año
U6,UNAM,12_2020,8225,12,2020
A3,UEMSTAyCM CBTA,13_2020,291,13,2020
B0,Bachilleres,13_2020,12142,13,2020
C1,CONALEP,13_2020,8951,13,2020
D4,UEMSTIS,13_2020,13243,13,2020
G2,Dirección General del Bachillerato,13_2020,508,13,2020
I5,IPN,13_2020,9204,13,2020
M9,UAEM,13_2020,38,13,2020
NO,Desconocido,13_2020,239178,13,2020
S0,SE - COBAEM,13_2020,737,13,2020
S1,SE - CONALEP ESTADO DE MÉXICO,13_2020,2321,13,2020
S2,SE - TELEBACHILLERATO,13_2020,238,13,2020
S4,SE - CBT,13_2020,1845,13,2020
S5,SE - CECYTEM,13_2020,1310,13,2020
S7,SE - P.O. (1),13_2020,2974,13,2020
S8,SE - P.O. (2),13_2020,3451,13,2020
T3,UEMSTAyCM CMM,13_2020,163,13,2020
U6,UNAM,13_2020,6115,13,2020
A3,UEMSTAyCM CBTA,14_2020,227,14,2020
B0,Bachilleres,14_2020,9563,14,2020
C1,CONALEP,14_2020,7988,14,2020
D4,UEMSTIS,14_2020,11448,14,2020
G2,Dirección General del Bachillerato,14_2020,376,14,2020
I5,IPN,14_2020,7389,14,2020
M9,UAEM,14_2020,41,14,2020
NO,Desconocido,14_2020,250595,14,2020
S0,SE - COBAEM,14_2020,621,14,2020
S1,SE - CONALEP ESTADO DE MÉXICO,14_2020,1872,14,2020
S2,SE - TELEBACHILLERATO,14_2020,190,14,2020
S4,SE - CBT,14_2020,1496,14,2020
S5,SE - CECYTEM,14_2020,1050,14,2020
S7,SE - P.O. (1),14_2020,2387,14,2020
S8,SE - P.O. (2),14_2020,2918,14,2020
T3,UEMSTAyCM CMM,14_2020,160,14,2020
U6,UNAM,14_2020,4388,14,2020
A3,UEMSTAyCM CBTA,15_2020,215,15,2020
B0,Bachilleres,15_2020,7830,15,2020
C1,CONALEP,15_2020,6953,15,2020
D4,UEMSTIS,15_2020,9729,15,2020
G2,Dirección General del Bachillerato,15_2020,299,15,2020
I5,IPN,15_2020,5902,15,2020
M9,UAEM,15_2020,29,15,2020
NO,Desconocido,15_2020,259574,15,2020
S0,SE - COBAEM,15_2020,513,15,2020
S1,SE - CONALEP ESTADO DE MÉXICO,15_2020,1667,15,2020
S2,SE - TELEBACHILLERATO,15_2020,204,15,2020
S4,SE - CBT,15_2020,1184,15,2020
S5,SE - CECYTEM,15_2020,865,15,2020
S7,SE - P.O. (1),15_2020,2019,15,2020
S8,SE - P.O. (2),15_2020,2490,15,2020
T3,UEMSTAyCM CMM,15_2020,147,15,2020
U6,UNAM,15_2020,3089,15,2020
A3,UEMSTAyCM CBTA,16_2020,180,16,2020
B0,Bachilleres,16_2020,5818,16,2020
C1,CONALEP,16_2020,5632,16,2020
D4,UEMSTIS,16_2020,7547,16,2020
G2,Dirección General del Bachillerato,16_2020,221,16,2020
I5,IPN,16_2020,4246,16,2020
M9,UAEM,16_2020,24,16,2020
NO,Desconocido,16_2020,270227,16,2020
S0,SE - COBAEM,16_2020,363,16,2020
S1,SE - CONALEP ESTADO DE MÉXICO,16_2020,1210,16,2020
S2,SE - TELEBACHILLERATO,16_2020,139,16,2020
S4,SE - CBT,16_2020,828,16,2020
S5,SE - CECYTEM,16_2020,631,16,2020
S7,SE - P.O. (1),16_2020,1425,16,2020
S8,SE - P.O. (2),16_2020,1800,16,2020
T3,UEMSTAyCM CMM,16_2020,128,16,2020
U6,UNAM,16_2020,2290,16,2020
A3,UEMSTAyCM CBTA,17_2020,137,17,2020
B0,Bachilleres,17_2020,4572,17,2020
C1,CONALEP,17_2020,4929,17,2020
D4,UEMSTIS,17_2020,6372,17,2020
G2,Dirección General del Bachillerato,17_2020,172,17,2020
I5,IPN,17_2020,3232,17,2020
M9,UAEM,17_2020,24,17,2020
NO,Desconocido,17_2020,275955,17,2020
S0,SE - COBAEM,17_2020,297,17,2020
S1,SE - CONALEP ESTADO DE MÉXICO,17_2020,1010,17,2020
S2,SE - TELEBACHILLERATO,17_2020,126,17,2020
S4,SE - CBT,17_2020,750,17,2020
S5,SE - CECYTEM,17_2020,502,17,2020
S7,SE - P.O. (1),17_2020,1145,17,2020
S8,SE - P.O. (2),17_2020,1508,17,2020
T3,UEMSTAyCM CMM,17_2020,102,17,2020
U6,UNAM,17_2020,1876,17,2020
A3,UEMSTAyCM CBTA,18_2020,83,18,2020
B0,Bachilleres,18_2020,3758,18,2020
C1,CONALEP,18_2020,4491,18,2020
D4,UEMSTIS,18_2020,5229,18,2020
G2,Dirección General del Bachillerato,18_2020,153,18,2020
I5,IPN,18_2020,2562,18,2020
M9,UAEM,18_2020,17,18,2020
NO,Desconocido,18_2020,280098,18,2020
S0,SE - COBAEM,18_2020,248,18,2020
S1,SE - CONALEP ESTADO DE MÉXICO,18_2020,853,18,2020
S2,SE - TELEBACHILLERATO,18_2020,116,18,2020
S4,SE - CBT,18_2020,614,18,2020
S5,SE - CECYTEM,18_2020,419,18,2020
S7,SE - P.O. (1),18_2020,1016,18,2020
S8,SE - P.O. (2),18_2020,1313,18,2020
T3,UEMSTAyCM CMM,18_2020,101,18,2020
U6,UNAM,18_2020,1638,18,2020
A3,UEMSTAyCM CBTA,19_2020,89,19,2020
B0,Bachilleres,19_2020,2960,19,2020
C1,CONALEP,19_2020,4159,19,2020
D4,UEMSTIS,19_2020,4372,19,2020
G2,Dirección General del Bachillerato,19_2020,124,19,2020
I5,IPN,19_2020,1952,19,2020
M9,UAEM,19_2020,12,19,2020
NO,Desconocido,19_2020,283434,19,2020
S0,SE - COBAEM,19_2020,243,19,2020
S1,SE - CONALEP ESTADO DE MÉXICO,19_2020,818,19,2020
S2,SE - TELEBACHILLERATO,19_2020,106,19,2020
S4,SE - CBT,19_2020,538,19,2020
S5,SE - CECYTEM,19_2020,409,19,2020
S7,SE - P.O. (1),19_2020,865,19,2020
S8,SE - P.O. (2),19_2020,1107,19,2020
T3,UEMSTAyCM CMM,19_2020,93,19,2020
U6,UNAM,19_2020,1428,19,2020
A3,UEMSTAyCM CBTA,20_2020,116,20,2020
B0,Bachilleres,20_2020,2450,20,2020
C1,CONALEP,20_2020,3747,20,2020
D4,UEMSTIS,20_2020,3575,20,2020
G2,Dirección General del Bachillerato,20_2020,114,20,2020
I5,IPN,20_2020,1584,20,2020
M9,UAEM,20_2020,16,20,2020
NO,Desconocido,20_2020,285991,20,2020
S0,SE - COBAEM,20_2020,221,20,2020
S1,SE - CONALEP ESTADO DE MÉXICO,20_2020,742,20,2020
S2,SE - TELEBACHILLERATO,20_2020,109,20,2020
S4,SE - CBT,20_2020,469,20,2020
S5,SE - CECYTEM,20_2020,319,20,2020
S7,SE - P.O. (1),20_2020,812,20,2020
S8,SE - P.O. (2),20_2020,1060,20,2020
T3,UEMSTAyCM CMM,20_2020,122,20,2020
U6,UNAM,20_2020,1262,20,2020
A3,UEMSTAyCM CBTA,01_2021,443,01,2021
B0,Bachilleres,01_2021,7084,01,2021
C1,CONALEP,01_2021,5248,01,2021
D4,UEMSTIS,01_2021,12776,01,2021
G2,Dirección General del Bachillerato,01_2021,492,01,2021
I5,IPN,01_2021,38646,01,2021
M9,UAEM,01_2021,1209,01,2021
NO,Desconocido,01_2021,0,01,2021
S0,SE - COBAEM,01_2021,3222,01,2021
S1,SE - CONALEP ESTADO DE MÉXICO,01_2021,7683,01,2021
S2,SE - TELEBACHILLERATO,01_2021,457,01,2021
S4,SE - CBT,01_2021,9466,01,2021
S5,SE - CECYTEM,01_2021,7554,01,2021
S7,SE - P.O. (1),01_2021,16404,01,2021
S8,SE - P.O. (2),01_2021,11640,01,2021
T3,UEMSTAyCM CMM,01_2021,53,01,2021
U6,UNAM,01_2021,152970,01,2021
A3,UEMSTAyCM CBTA,02_2021,432,02,2021
B0,Bachilleres,02_2021,10635,02,2021
C1,CONALEP,02_2021,6645,02,2021
D4,UEMSTIS,02_2021,14753,02,2021
G2,Dirección General del Bachillerato,02_2021,407,02,2021
I5,IPN,02_2021,37637,02,2021
M9,UAEM,02_2021,975,02,2021
NO,Desconocido,02_2021,781,02,2021
S0,SE - COBAEM,02_2021,3428,02,2021
S1,SE - CONALEP ESTADO DE MÉXICO,02_2021,8567,02,2021
S2,SE - TELEBACHILLERATO,02_2021,398,02,2021
S4,SE - CBT,02_2021,11432,02,2021
S5,SE - CECYTEM,02_2021,8724,02,2021
S7,SE - P.O. (1),02_2021,18787,02,2021
S8,SE - P.O. (2),02_2021,13120,02,2021
T3,UEMSTAyCM CMM,02_2021,63,02,2021
U6,UNAM,02_2021,138563,02,2021
A3,UEMSTAyCM CBTA,03_2021,527,03,2021
B0,Bachilleres,03_2021,15502,03,2021
C1,CONALEP,03_2021,7670,03,2021
D4,UEMSTIS,03_2021,17189,03,2021
G2,Dirección General del Bachillerato,03_2021,616,03,2021
I5,IPN,03_2021,40948,03,2021
M9,UAEM,03_2021,796,03,2021
NO,Desconocido,03_2021,3209,03,2021
S0,SE - COBAEM,03_2021,3854,03,2021
S1,SE - CONALEP ESTADO DE MÉXICO,03_2021,9502,03,2021
S2,SE - TELEBACHILLERATO,03_2021,579,03,2021
S4,SE - CBT,03_2021,12533,03,2021
S5,SE - CECYTEM,03_2021,8906,03,2021
S7,SE - P.O. (1),03_2021,20799,03,2021
S8,SE - P.O. (2),03_2021,14856,03,2021
T3,UEMSTAyCM CMM,03_2021,85,03,2021
U6,UNAM,03_2021,117776,03,2021
A3,UEMSTAyCM CBTA,04_2021,601,04,2021
B0,Bachilleres,04_2021,20384,04,2021
C1,CONALEP,04_2021,8711,04,2021
D4,UEMSTIS,04_2021,19629,04,2021
G2,Dirección General del Bachillerato,04_2021,857,04,2021
I5,IPN,04_2021,45938,04,2021
M9,UAEM,04_2021,588,04,2021
NO,Desconocido,04_2021,14117,04,2021
S0,SE - COBAEM,04_2021,3893,04,2021
S1,SE - CONALEP ESTADO DE MÉXICO,04_2021,9495,04,2021
S2,SE - TELEBACHILLERATO,04_2021,647,04,2021
S4,SE - CBT,04_2021,11995,04,2021
S5,SE - CECYTEM,04_2021,8604,04,2021
S7,SE - P.O. (1),04_2021,21147,04,2021
S8,SE - P.O. (2),04_2021,14996,04,2021
T3,UEMSTAyCM CMM,04_2021,118,04,2021
U6,UNAM,04_2021,93627,04,2021
A3,UEMSTAyCM CBTA,05_2021,569,05,2021
B0,Bachilleres,05_2021,25147,05,2021
C1,CONALEP,05_2021,9908,05,2021
D4,UEMSTIS,05_2021,21218,05,2021
G2,Dirección General del Bachillerato,05_2021,1063,05,2021
I5,IPN,05_2021,48904,05,2021
M9,UAEM,05_2021,431,05,2021
NO,Desconocido,05_2021,31315,05,2021
S0,SE - COBAEM,05_2021,3771,05,2021
S1,SE - CONALEP ESTADO DE MÉXICO,05_2021,9233,05,2021
S2,SE - TELEBACHILLERATO,05_2021,807,05,2021
S4,SE - CBT,05_2021,10856,05,2021
S5,SE - CECYTEM,05_2021,7841,05,2021
S7,SE - P.O. (1),05_2021,20138,05,2021
S8,SE - P.O. (2),05_2021,14739,05,2021
T3,UEMSTAyCM CMM,05_2021,151,05,2021
U6,UNAM,05_2021,69256,05,2021
A3,UEMSTAyCM CBTA,06_2021,565,06,2021
B0,Bachilleres,06_2021,27245,06,2021
C1,CONALEP,06_2021,10803,06,2021
D4,UEMSTIS,06_2021,21518,06,2021
G2,Dirección General del Bachillerato,06_2021,1160,06,2021
I5,IPN,06_2021,45273,06,2021
M9,UAEM,06_2021,337,06,2021
NO,Desconocido,06_2021,61667,06,2021
S0,SE - COBAEM,06_2021,3058,06,2021
S1,SE - CONALEP ESTADO DE MÉXICO,06_2021,8010,06,2021
S2,SE - TELEBACHILLERATO,06_2021,671,06,2021
S4,SE - CBT,06_2021,8590,06,2021
S5,SE - CECYTEM,06_2021,6613,06,2021
S7,SE - P.O. (1),06_2021,16281,06,2021
S8,SE - P.O. (2),06_2021,12835,06,2021
T3,UEMSTAyCM CMM,06_2021,146,06,2021
U6,UNAM,06_2021,50575,06,2021
A3,UEMSTAyCM CBTA,07_2021,486,07,2021
B0,Bachilleres,07_2021,27857,07,2021
C1,CONALEP,07_2021,11424,07,2021
D4,UEMSTIS,07_2021,21846,07,2021
G2,Dirección General del Bachillerato,07_2021,1122,07,2021
I5,IPN,07_2021,39576,07,2021
M9,UAEM,07_2021,242,07,2021
NO,Desconocido,07_2021,87977,07,2021
S0,SE - COBAEM,07_2021,2685,07,2021
S1,SE - CONALEP ESTADO DE MÉXICO,07_2021,7119,07,2021
S2,SE - TELEBACHILLERATO,07_2021,620,07,2021
S4,SE - CBT,07_2021,7175,07,2021
S5,SE - CECYTEM,07_2021,5508,07,2021
S7,SE - P.O. (1),07_2021,13579,07,2021
S8,SE - P.O. (2),07_2021,11153,07,2021
T3,UEMSTAyCM CMM,07_2021,128,07,2021
U6,UNAM,07_2021,36850,07,2021
A3,UEMSTAyCM CBTA,08_2021,466,08,2021
B0,Bachilleres,08_2021,26489,08,2021
C1,CONALEP,08_2021,11894,08,2021
D4,UEMSTIS,08_2021,21629,08,2021
G2,Dirección General del Bachillerato,08_2021,1025,08,2021
I5,IPN,08_2021,33107,08,2021
M9,UAEM,08_2021,186,08,2021
NO,Desconocido,08_2021,112006,08,2021
S0,SE - COBAEM,08_2021,2344,08,2021
S1,SE - CONALEP ESTADO DE MÉXICO,08_2021,6163,08,2021
S2,SE - TELEBACHILLERATO,08_2021,591,08,2021
S4,SE - CBT,08_2021,5916,08,2021
S5,SE - CECYTEM,08_2021,4571,08,2021
S7,SE - P.O. (1),08_2021,11425,08,2021
S8,SE - P.O. (2),08_2021,9841,08,2021
T3,UEMSTAyCM CMM,08_2021,159,08,2021
U6,UNAM,08_2021,27535,08,2021
A3,UEMSTAyCM CBTA,09_2021,400,09,2021
B0,Bachilleres,09_2021,24371,09,2021
C1,CONALEP,09_2021,12049,09,2021
D4,UEMSTIS,09_2021,20797,09,2021
G2,Dirección General del Bachillerato,09_2021,916,09,2021
I5,IPN,09_2021,26751,09,2021
M9,UAEM,09_2021,142,09,2021
NO,Desconocido,09_2021,134098,09,2021
S0,SE - COBAEM,09_2021,1993,09,2021
S1,SE - CONALEP ESTADO DE MÉXICO,09_2021,5415,09,2021
S2,SE - TELEBACHILLERATO,09_2021,509,09,2021
S4,SE - CBT,09_2021,5017,09,2021
S5,SE - CECYTEM,09_2021,3719,09,2021
S7,SE - P.O. (1),09_2021,9563,09,2021
S8,SE - P.O. (2),09_2021,8376,09,2021
T3,UEMSTAyCM CMM,09_2021,150,09,2021
U6,UNAM,09_2021,21081,09,2021
A3,UEMSTAyCM CBTA,10_2021,446,10,2021
B0,Bachilleres,10_2021,21632,10,2021
C1,CONALEP,10_2021,12246,10,2021
D4,UEMSTIS,10_2021,19292,10,2021
G2,Dirección General del Bachillerato,10_2021,870,10,2021
I5,IPN,10_2021,21481,10,2021
M9,UAEM,10_2021,138,10,2021
NO,Desconocido,10_2021,152471,10,2021
S0,SE - COBAEM,10_2021,1827,10,2021
S1,SE - CONALEP ESTADO DE MÉXICO,10_2021,5044,10,2021
S2,SE - TELEBACHILLERATO,10_2021,542,10,2021
S4,SE - CBT,10_2021,4153,10,2021
S5,SE - CECYTEM,10_2021,3134,10,2021
S7,SE - P.O. (1),10_2021,7979,10,2021
S8,SE - P.O. (2),10_2021,7388,10,2021
T3,UEMSTAyCM CMM,10_2021,167,10,2021
U6,UNAM,10_2021,16537,10,2021
A3,UEMSTAyCM CBTA,11_2021,254,11,2021
B0,Bachilleres,11_2021,16096,11,2021
C1,CONALEP,11_2021,9167,11,2021
D4,UEMSTIS,11_2021,14599,11,2021
G2,Dirección General del Bachillerato,11_2021,554,11,2021
I5,IPN,11_2021,15073,11,2021
M9,UAEM,11_2021,87,11,2021
NO,Desconocido,11_2021,191782,11,2021
S0,SE - COBAEM,11_2021,974,11,2021
S1,SE - CONALEP ESTADO DE MÉXICO,11_2021,2875,11,2021
S2,SE - TELEBACHILLERATO,11_2021,232,11,2021
S4,SE - CBT,11_2021,2341,11,2021
S5,SE - CECYTEM,11_2021,1818,11,2021
S7,SE - P.O. (1),11_2021,4329,11,2021
S8,SE - P.O. (2),11_2021,4313,11,2021
T3,UEMSTAyCM CMM,11_2021,117,11,2021
U6,UNAM,11_2021,10736,11,2021
A3,UEMSTAyCM CBTA,12_2021,198,12,2021
B0,Bachilleres,12_2021,12868,12,2021
C1,CONALEP,12_2021,7821,12,2021
D4,UEMSTIS,12_2021,12017,12,2021
G2,Dirección General del Bachillerato,12_2021,465,12,2021
I5,IPN,12_2021,11378,12,2021
M9,UAEM,12_2021,46,12,2021
NO,Desconocido,12_2021,210364,12,2021
S0,SE - COBAEM,12_2021,723,12,2021
S1,SE - CONALEP ESTADO DE MÉXICO,12_2021,2051,12,2021
S2,SE - TELEBACHILLERATO,12_2021,190,12,2021
S4,SE - CBT,12_2021,1752,12,2021
S5,SE - CECYTEM,12_2021,1348,12,2021
S7,SE - P.O. (1),12_2021,3073,12,2021
S8,SE - P.O. (2),12_2021,3168,12,2021
T3,UEMSTAyCM CMM,12_2021,101,12,2021
U6,UNAM,12_2021,7784,12,2021
A3,UEMSTAyCM CBTA,13_2021,156,13,2021
B0,Bachilleres,13_2021,10043,13,2021
C1,CONALEP,13_2021,6708,13,2021
D4,UEMSTIS,13_2021,10064,13,2021
G2,Dirección General del Bachillerato,13_2021,402,13,2021
I5,IPN,13_2021,8642,13,2021
M9,UAEM,13_2021,42,13,2021
NO,Desconocido,13_2021,224015,13,2021
S0,SE - COBAEM,13_2021,565,13,2021
S1,SE - CONALEP ESTADO DE MÉXICO,13_2021,1602,13,2021
S2,SE - TELEBACHILLERATO,13_2021,152,13,2021
S4,SE - CBT,13_2021,1345,13,2021
S5,SE - CECYTEM,13_2021,948,13,2021
S7,SE - P.O. (1),13_2021,2250,13,2021
S8,SE - P.O. (2),13_2021,2484,13,2021
T3,UEMSTAyCM CMM,13_2021,125,13,2021
U6,UNAM,13_2021,5804,13,2021
A3,UEMSTAyCM CBTA,14_2021,151,14,2021
B0,Bachilleres,14_2021,8217,14,2021
C1,CONALEP,14_2021,5852,14,2021
D4,UEMSTIS,14_2021,8369,14,2021
G2,Dirección General del Bachillerato,14_2021,294,14,2021
I5,IPN,14_2021,6944,14,2021
M9,UAEM,14_2021,35,14,2021
NO,Desconocido,14_2021,233758,14,2021
S0,SE - COBAEM,14_2021,436,14,2021
S1,SE - CONALEP ESTADO DE MÉXICO,14_2021,1345,14,2021
S2,SE - TELEBACHILLERATO,14_2021,125,14,2021
S4,SE - CBT,14_2021,1097,14,2021
S5,SE - CECYTEM,14_2021,768,14,2021
S7,SE - P.O. (1),14_2021,1779,14,2021
S8,SE - P.O. (2),14_2021,2017,14,2021
T3,UEMSTAyCM CMM,14_2021,84,14,2021
U6,UNAM,14_2021,4076,14,2021
A3,UEMSTAyCM CBTA,15_2021,125,15,2021
B0,Bachilleres,15_2021,6641,15,2021
C1,CONALEP,15_2021,5172,15,2021
D4,UEMSTIS,15_2021,7123,15,2021
G2,Dirección General del Bachillerato,15_2021,299,15,2021
I5,IPN,15_2021,5637,15,2021
M9,UAEM,15_2021,20,15,2021
NO,Desconocido,15_2021,241440,15,2021
S0,SE - COBAEM,15_2021,401,15,2021
S1,SE - CONALEP ESTADO DE MÉXICO,15_2021,1114,15,2021
S2,SE - TELEBACHILLERATO,15_2021,110,15,2021
S4,SE - CBT,15_2021,824,15,2021
S5,SE - CECYTEM,15_2021,645,15,2021
S7,SE - P.O. (1),15_2021,1470,15,2021
S8,SE - P.O. (2),15_2021,1660,15,2021
T3,UEMSTAyCM CMM,15_2021,81,15,2021
U6,UNAM,15_2021,2585,15,2021
A3,UEMSTAyCM CBTA,16_2021,93,16,2021
B0,Bachilleres,16_2021,4946,16,2021
C1,CONALEP,16_2021,4141,16,2021
D4,UEMSTIS,16_2021,5743,16,2021
G2,Dirección General del Bachillerato,16_2021,197,16,2021
I5,IPN,16_2021,4038,16,2021
M9,UAEM,16_2021,12,16,2021
NO,Desconocido,16_2021,249686,16,2021
S0,SE - COBAEM,16_2021,274,16,2021
S1,SE - CONALEP ESTADO DE MÉXICO,16_2021,810,16,2021
S2,SE - TELEBACHILLERATO,16_2021,70,16,2021
S4,SE - CBT,16_2021,643,16,2021
S5,SE - CECYTEM,16_2021,467,16,2021
S7,SE - P.O. (1),16_2021,1030,16,2021
S8,SE - P.O. (2),16_2021,1245,16,2021
T3,UEMSTAyCM CMM,16_2021,64,16,2021
U6,UNAM,16_2021,1888,16,2021
A3,UEMSTAyCM CBTA,17_2021,70,17,2021
B0,Bachilleres,17_2021,3975,17,2021
C1,CONALEP,17_2021,3630,17,2021
D4,UEMSTIS,17_2021,4759,17,2021
G2,Dirección General del Bachillerato,17_2021,154,17,2021
I5,IPN,17_2021,3054,17,2021
M9,UAEM,17_2021,14,17,2021
NO,Desconocido,17_2021,254404,17,2021
S0,SE - COBAEM,17_2021,206,17,2021
S1,SE - CONALEP ESTADO DE MÉXICO,17_2021,684,17,2021
S2,SE - TELEBACHILLERATO,17_2021,77,17,2021
S4,SE - CBT,17_2021,528,17,2021
S5,SE - CECYTEM,17_2021,379,17,2021
S7,SE - P.O. (1),17_2021,833,17,2021
S8,SE - P.O. (2),17_2021,984,17,2021
T3,UEMSTAyCM CMM,17_2021,86,17,2021
U6,UNAM,17_2021,1510,17,2021
A3,UEMSTAyCM CBTA,18_2021,54,18,2021
B0,Bachilleres,18_2021,3187,18,2021
C1,CONALEP,18_2021,3327,18,2021
D4,UEMSTIS,18_2021,3952,18,2021
G2,Dirección General del Bachillerato,18_2021,118,18,2021
I5,IPN,18_2021,2297,18,2021
M9,UAEM,18_2021,15,18,2021
NO,Desconocido,18_2021,257907,18,2021
S0,SE - COBAEM,18_2021,206,18,2021
S1,SE - CONALEP ESTADO DE MÉXICO,18_2021,557,18,2021
S2,SE - TELEBACHILLERATO,18_2021,80,18,2021
S4,SE - CBT,18_2021,444,18,2021
S5,SE - CECYTEM,18_2021,311,18,2021
S7,SE - P.O. (1),18_2021,738,18,2021
S8,SE - P.O. (2),18_2021,866,18,2021
T3,UEMSTAyCM CMM,18_2021,60,18,2021
U6,UNAM,18_2021,1228,18,2021
A3,UEMSTAyCM CBTA,19_2021,69,19,2021
B0,Bachilleres,19_2021,2554,19,2021
C1,CONALEP,19_2021,3041,19,2021
D4,UEMSTIS,19_2021,3264,19,2021
G2,Dirección General del Bachillerato,19_2021,100,19,2021
I5,IPN,19_2021,1764,19,2021
M9,UAEM,19_2021,3,19,2021
NO,Desconocido,19_2021,260640,19,2021
S0,SE - COBAEM,19_2021,188,19,2021
S1,SE - CONALEP ESTADO DE MÉXICO,19_2021,545,19,2021
S2,SE - TELEBACHILLERATO,19_2021,57,19,2021
S4,SE - CBT,19_2021,390,19,2021
S5,SE - CECYTEM,19_2021,241,19,2021
S7,SE - P.O. (1),19_2021,611,19,2021
S8,SE - P.O. (2),19_2021,771,19,2021
T3,UEMSTAyCM CMM,19_2021,48,19,2021
U6,UNAM,19_2021,1061,19,2021
A3,UEMSTAyCM CBTA,20_2021,70,20,2021
B0,Bachilleres,20_2021,2061,20,2021
C1,CONALEP,20_2021,2684,20,2021
D4,UEMSTIS,20_2021,2723,20,2021
G2,Dirección General del Bachillerato,20_2021,93,20,2021
I5,IPN,20_2021,1440,20,2021
M9,UAEM,20_2021,15,20,2021
NO,Desconocido,20_2021,262687,20,2021
S0,SE - COBAEM,20_2021,156,20,2021
S1,SE - CONALEP ESTADO DE MÉXICO,20_2021,467,20,2021
S2,SE - TELEBACHILLERATO,20_2021,59,20,2021
S4,SE - CBT,20_2021,315,20,2021
S5,SE - CECYTEM,20_2021,232,20,2021
S7,SE - P.O. (1),20_2021,584,20,2021
S8,SE - P.O. (2),20_2021,738,20,2021
T3,UEMSTAyCM CMM,20_2021,82,20,2021
U6,UNAM,20_2021,941,20,2021
A3,UEMSTAyCM CBTA,01_2022,437,01,2022
B0,Bachilleres,01_2022,6805,01,2022
C1,CONALEP,01_2022,5267,01,2022
D4,UEMSTIS,01_2022,12706,01,2022
G2,Dirección General del Bachillerato,01_2022,433,01,2022
I5,IPN,01_2022,36022,01,2022
M9,UAEM,01_2022,1153,01,2022
NO,Desconocido,01_2022,0,01,2022
S0,SE - COBAEM,01_2022,3737,01,2022
S1,SE - CONALEP ESTADO DE MÉXICO,01_2022,8449,01,2022
S2,SE - TELEBACHILLERATO,01_2022,434,01,2022
S4,SE - CBT,01_2022,9699,01,2022
S5,SE - CECYTEM,01_2022,8655,01,2022
S7,SE - P.O. (1),01_2022,16865,01,2022
S8,SE - P.O. (2),01_2022,11821,01,2022
T3,UEMSTAyCM CMM,01_2022,51,01,2022
U6,UNAM,01_2022,160062,01,2022
A3,UEMSTAyCM CBTA,02_2022,426,02,2022
B0,Bachilleres,02_2022,10157,02,2022
C1,CONALEP,02_2022,6697,02,2022
D4,UEMSTIS,02_2022,14794,02,2022
G2,Dirección General del Bachillerato,02_2022,372,02,2022
I5,IPN,02_2022,35998,02,2022
M9,UAEM,02_2022,922,02,2022
NO,Desconocido,02_2022,860,02,2022
S0,SE - COBAEM,02_2022,3718,02,2022
S1,SE - CONALEP ESTADO DE MÉXICO,02_2022,9636,02,2022
S2,SE - TELEBACHILLERATO,02_2022,443,02,2022
S4,SE - CBT,02_2022,11803,02,2022
S5,SE - CECYTEM,02_2022,9814,02,2022
S7,SE - P.O. (1),02_2022,19276,02,2022
S8,SE - P.O. (2),02_2022,13454,02,2022
T3,UEMSTAyCM CMM,02_2022,56,02,2022
U6,UNAM,02_2022,144170,02,2022
A3,UEMSTAyCM CBTA,03_2022,516,03,2022
B0,Bachilleres,03_2022,15424,03,2022
C1,CONALEP,03_2022,7919,03,2022
D4,UEMSTIS,03_2022,17554,03,2022
G2,Dirección General del Bachillerato,03_2022,533,03,2022
I5,IPN,03_2022,39963,03,2022
M9,UAEM,03_2022,857,03,2022
NO,Desconocido,03_2022,3472,03,2022
S0,SE - COBAEM,03_2022,4166,03,2022
S1,SE - CONALEP ESTADO DE MÉXICO,03_2022,10339,03,2022
S2,SE - TELEBACHILLERATO,03_2022,582,03,2022
S4,SE - CBT,03_2022,12961,03,2022
S5,SE - CECYTEM,03_2022,10130,03,2022
S7,SE - P.O. (1),03_2022,21540,03,2022
S8,SE - P.O. (2),03_2022,15214,03,2022
T3,UEMSTAyCM CMM,03_2022,79,03,2022
U6,UNAM,03_2022,121347,03,2022
A3,UEMSTAyCM CBTA,04_2022,528,04,2022
B0,Bachilleres,04_2022,20388,04,2022
C1,CONALEP,04_2022,9195,04,2022
D4,UEMSTIS,04_2022,19848,04,2022
G2,Dirección General del Bachillerato,04_2022,792,04,2022
I5,IPN,04_2022,45559,04,2022
M9,UAEM,04_2022,586,04,2022
NO,Desconocido,04_2022,15617,04,2022
S0,SE - COBAEM,04_2022,4170,04,2022
S1,SE - CONALEP ESTADO DE MÉXICO,04_2022,10506,04,2022
S2,SE - TELEBACHILLERATO,04_2022,765,04,2022
S4,SE - CBT,04_2022,12479,04,2022
S5,SE - CECYTEM,04_2022,9587,04,2022
S7,SE - P.O. (1),04_2022,21843,04,2022
S8,SE - P.O. (2),04_2022,15609,04,2022
T3,UEMSTAyCM CMM,04_2022,110,04,2022
U6,UNAM,04_2022,95014,04,2022
A3,UEMSTAyCM CBTA,05_2022,560,05,2022
B0,Bachilleres,05_2022,24840,05,2022
C1,CONALEP,05_2022,10669,05,2022
D4,UEMSTIS,05_2022,21326,05,2022
G2,Dirección General del Bachillerato,05_2022,1042,05,2022
I5,IPN,05_2022,48657,05,2022
M9,UAEM,05_2022,387,05,2022
NO,Desconocido,05_2022,34334,05,2022
