Clave,Nombre,Etiqueta,Numero_instituciones,Preferencia,Año
S0,SE - COBAEM,05_2022,3975,05,2022
S1,SE - CONALEP ESTADO DE MÉXICO,05_2022,10480,05,2022
S2,SE - TELEBACHILLERATO,05_2022,843,05,2022
S4,SE - CBT,05_2022,11350,05,2022
S5,SE - CECYTEM,05_2022,8497,05,2022
S7,SE - P.O. (1),05_2022,20525,05,2022
S8,SE - P.O. (2),05_2022,14968,05,2022
T3,UEMSTAyCM CMM,05_2022,136,05,2022
U6,UNAM,05_2022,70007,05,2022
A3,UEMSTAyCM CBTA,06_2022,528,06,2022
B0,Bachilleres,06_2022,27347,06,2022
C1,CONALEP,06_2022,11510,06,2022
D4,UEMSTIS,06_2022,22025,06,2022
G2,Dirección General del Bachillerato,06_2022,1111,06,2022
I5,IPN,06_2022,45115,06,2022
M9,UAEM,06_2022,275,06,2022
NO,Desconocido,06_2022,66451,06,2022
S0,SE - COBAEM,06_2022,3309,06,2022
S1,SE - CONALEP ESTADO DE MÉXICO,06_2022,8881,06,2022
S2,SE - TELEBACHILLERATO,06_2022,712,06,2022
S4,SE - CBT,06_2022,9123,06,2022
S5,SE - CECYTEM,06_2022,6898,06,2022
S7,SE - P.O. (1),06_2022,16397,06,2022
S8,SE - P.O. (2),06_2022,12612,06,2022
T3,UEMSTAyCM CMM,06_2022,136,06,2022
U6,UNAM,06_2022,50166,06,2022
A3,UEMSTAyCM CBTA,07_2022,462,07,2022
B0,Bachilleres,07_2022,27627,07,2022
C1,CONALEP,07_2022,12305,07,2022
D4,UEMSTIS,07_2022,22073,07,2022
G2,Dirección General del Bachillerato,07_2022,1151,07,2022
I5,IPN,07_2022,39115,07,2022
M9,UAEM,07_2022,225,07,2022
NO,Desconocido,07_2022,94792,07,2022
S0,SE - COBAEM,07_2022,2655,07,2022
S1,SE - CONALEP ESTADO DE MÉXICO,07_2022,7526,07,2022
S2,SE - TELEBACHILLERATO,07_2022,703,07,2022
S4,SE - CBT,07_2022,7398,07,2022
S5,SE - CECYTEM,07_2022,5685,07,2022
S7,SE - P.O. (1),07_2022,13388,07,2022
S8,SE - P.O. (2),07_2022,10903,07,2022
T3,UEMSTAyCM CMM,07_2022,131,07,2022
U6,UNAM,07_2022,36457,07,2022
A3,UEMSTAyCM CBTA,08_2022,471,08,2022
B0,Bachilleres,08_2022,26189,08,2022
C1,CONALEP,08_2022,12705,08,2022
D4,UEMSTIS,08_2022,21785,08,2022
G2,Dirección General del Bachillerato,08_2022,1032,08,2022
I5,IPN,08_2022,32846,08,2022
M9,UAEM,08_2022,177,08,2022
NO,Desconocido,08_2022,119736,08,2022
S0,SE - COBAEM,08_2022,2280,08,2022
S1,SE - CONALEP ESTADO DE MÉXICO,08_2022,6607,08,2022
S2,SE - TELEBACHILLERATO,08_2022,616,08,2022
S4,SE - CBT,08_2022,6127,08,2022
S5,SE - CECYTEM,08_2022,4595,08,2022
S7,SE - P.O. (1),08_2022,10986,08,2022
S8,SE - P.O. (2),08_2022,9433,08,2022
T3,UEMSTAyCM CMM,08_2022,161,08,2022
U6,UNAM,08_2022,26850,08,2022
A3,UEMSTAyCM CBTA,09_2022,416,09,2022
B0,Bachilleres,09_2022,23827,09,2022
C1,CONALEP,09_2022,13080,09,2022
D4,UEMSTIS,09_2022,20823,09,2022
G2,Dirección General del Bachillerato,09_2022,859,09,2022
I5,IPN,09_2022,26578,09,2022
M9,UAEM,09_2022,127,09,2022
NO,Desconocido,09_2022,141645,09,2022
S0,SE - COBAEM,09_2022,2029,09,2022
S1,SE - CONALEP ESTADO DE MÉXICO,09_2022,5799,09,2022
S2,SE - TELEBACHILLERATO,09_2022,568,09,2022
S4,SE - CBT,09_2022,5115,09,2022
S5,SE - CECYTEM,09_2022,3822,09,2022
S7,SE - P.O. (1),09_2022,9205,09,2022
S8,SE - P.O. (2),09_2022,8192,09,2022
T3,UEMSTAyCM CMM,09_2022,144,09,2022
U6,UNAM,09_2022,20367,09,2022
A3,UEMSTAyCM CBTA,10_2022,440,10,2022
B0,Bachilleres,10_2022,20881,10,2022
C1,CONALEP,10_2022,13115,10,2022
D4,UEMSTIS,10_2022,19408,10,2022
G2,Dirección General del Bachillerato,10_2022,732,10,2022
I5,IPN,10_2022,21404,10,2022
M9,UAEM,10_2022,126,10,2022
NO,Desconocido,10_2022,160221,10,2022
S0,SE - COBAEM,10_2022,1788,10,2022
S1,SE - CONALEP ESTADO DE MÉXICO,10_2022,5333,10,2022
S2,SE - TELEBACHILLERATO,10_2022,617,10,2022
S4,SE - CBT,10_2022,4285,10,2022
S5,SE - CECYTEM,10_2022,3241,10,2022
S7,SE - P.O. (1),10_2022,7590,10,2022
S8,SE - P.O. (2),10_2022,7325,10,2022
T3,UEMSTAyCM CMM,10_2022,168,10,2022
U6,UNAM,10_2022,15922,10,2022
A3,UEMSTAyCM CBTA,11_2022,263,11,2022
B0,Bachilleres,11_2022,15201,11,2022
C1,CONALEP,11_2022,9911,11,2022
D4,UEMSTIS,11_2022,14353,11,2022
G2,Dirección General del Bachillerato,11_2022,561,11,2022
I5,IPN,11_2022,15192,11,2022
M9,UAEM,11_2022,57,11,2022
NO,Desconocido,11_2022,199649,11,2022
S0,SE - COBAEM,11_2022,990,11,2022
S1,SE - CONALEP ESTADO DE MÉXICO,11_2022,3087,11,2022
S2,SE - TELEBACHILLERATO,11_2022,290,11,2022
S4,SE - CBT,11_2022,2389,11,2022
S5,SE - CECYTEM,11_2022,1833,11,2022
S7,SE - P.O. (1),11_2022,4081,11,2022
S8,SE - P.O. (2),11_2022,4328,11,2022
T3,UEMSTAyCM CMM,11_2022,129,11,2022
U6,UNAM,11_2022,10282,11,2022
A3,UEMSTAyCM CBTA,12_2022,207,12,2022
B0,Bachilleres,12_2022,11942,12,2022
C1,CONALEP,12_2022,8348,12,2022
D4,UEMSTIS,12_2022,11666,12,2022
G2,Dirección General del Bachillerato,12_2022,422,12,2022
I5,IPN,12_2022,11153,12,2022
M9,UAEM,12_2022,40,12,2022
NO,Desconocido,12_2022,219173,12,2022
S0,SE - COBAEM,12_2022,701,12,2022
S1,SE - CONALEP ESTADO DE MÉXICO,12_2022,2233,12,2022
S2,SE - TELEBACHILLERATO,12_2022,207,12,2022
S4,SE - CBT,12_2022,1720,12,2022
S5,SE - CECYTEM,12_2022,1243,12,2022
S7,SE - P.O. (1),12_2022,2763,12,2022
S8,SE - P.O. (2),12_2022,3178,12,2022
T3,UEMSTAyCM CMM,12_2022,116,12,2022
U6,UNAM,12_2022,7484,12,2022
A3,UEMSTAyCM CBTA,13_2022,169,13,2022
B0,Bachilleres,13_2022,9446,13,2022
C1,CONALEP,13_2022,7079,13,2022
D4,UEMSTIS,13_2022,9480,13,2022
G2,Dirección General del Bachillerato,13_2022,327,13,2022
I5,IPN,13_2022,8538,13,2022
M9,UAEM,13_2022,42,13,2022
NO,Desconocido,13_2022,232801,13,2022
S0,SE - COBAEM,13_2022,522,13,2022
S1,SE - CONALEP ESTADO DE MÉXICO,13_2022,1683,13,2022
S2,SE - TELEBACHILLERATO,13_2022,171,13,2022
S4,SE - CBT,13_2022,1316,13,2022
S5,SE - CECYTEM,13_2022,984,13,2022
S7,SE - P.O. (1),13_2022,2070,13,2022
S8,SE - P.O. (2),13_2022,2397,13,2022
T3,UEMSTAyCM CMM,13_2022,110,13,2022
U6,UNAM,13_2022,5461,13,2022
A3,UEMSTAyCM CBTA,14_2022,148,14,2022
B0,Bachilleres,14_2022,7632,14,2022
C1,CONALEP,14_2022,6080,14,2022
D4,UEMSTIS,14_2022,8153,14,2022
G2,Dirección General del Bachillerato,14_2022,275,14,2022
I5,IPN,14_2022,6824,14,2022
M9,UAEM,14_2022,29,14,2022
NO,Desconocido,14_2022,242123,14,2022
S0,SE - COBAEM,14_2022,435,14,2022
S1,SE - CONALEP ESTADO DE MÉXICO,14_2022,1419,14,2022
S2,SE - TELEBACHILLERATO,14_2022,144,14,2022
S4,SE - CBT,14_2022,1012,14,2022
S5,SE - CECYTEM,14_2022,832,14,2022
S7,SE - P.O. (1),14_2022,1653,14,2022
S8,SE - P.O. (2),14_2022,1899,14,2022
T3,UEMSTAyCM CMM,14_2022,84,14,2022
U6,UNAM,14_2022,3854,14,2022
A3,UEMSTAyCM CBTA,15_2022,124,15,2022
B0,Bachilleres,15_2022,6170,15,2022
C1,CONALEP,15_2022,5361,15,2022
D4,UEMSTIS,15_2022,6774,15,2022
G2,Dirección General del Bachillerato,15_2022,239,15,2022
I5,IPN,15_2022,5591,15,2022
M9,UAEM,15_2022,35,15,2022
NO,Desconocido,15_2022,249571,15,2022
S0,SE - COBAEM,15_2022,337,15,2022
S1,SE - CONALEP ESTADO DE MÉXICO,15_2022,1164,15,2022
S2,SE - TELEBACHILLERATO,15_2022,122,15,2022
S4,SE - CBT,15_2022,836,15,2022
S5,SE - CECYTEM,15_2022,671,15,2022
S7,SE - P.O. (1),15_2022,1333,15,2022
S8,SE - P.O. (2),15_2022,1652,15,2022
T3,UEMSTAyCM CMM,15_2022,70,15,2022
U6,UNAM,15_2022,2546,15,2022
A3,UEMSTAyCM CBTA,16_2022,88,16,2022
B0,Bachilleres,16_2022,4688,16,2022
C1,CONALEP,16_2022,4183,16,2022
D4,UEMSTIS,16_2022,5505,16,2022
G2,Dirección General del Bachillerato,16_2022,175,16,2022
I5,IPN,16_2022,3971,16,2022
M9,UAEM,16_2022,16,16,2022
NO,Desconocido,16_2022,257521,16,2022
S0,SE - COBAEM,16_2022,280,16,2022
S1,SE - CONALEP ESTADO DE MÉXICO,16_2022,878,16,2022
S2,SE - TELEBACHILLERATO,16_2022,78,16,2022
S4,SE - CBT,16_2022,637,16,2022
S5,SE - CECYTEM,16_2022,492,16,2022
S7,SE - P.O. (1),16_2022,943,16,2022
S8,SE - P.O. (2),16_2022,1180,16,2022
T3,UEMSTAyCM CMM,16_2022,69,16,2022
U6,UNAM,16_2022,1892,16,2022
A3,UEMSTAyCM CBTA,17_2022,82,17,2022
B0,Bachilleres,17_2022,3734,17,2022
C1,CONALEP,17_2022,3711,17,2022
D4,UEMSTIS,17_2022,4611,17,2022
G2,Dirección General del Bachillerato,17_2022,138,17,2022
I5,IPN,17_2022,3071,17,2022
M9,UAEM,17_2022,6,17,2022
NO,Desconocido,17_2022,261950,17,2022
S0,SE - COBAEM,17_2022,202,17,2022
S1,SE - CONALEP ESTADO DE MÉXICO,17_2022,756,17,2022
S2,SE - TELEBACHILLERATO,17_2022,79,17,2022
S4,SE - CBT,17_2022,497,17,2022
S5,SE - CECYTEM,17_2022,429,17,2022
S7,SE - P.O. (1),17_2022,797,17,2022
S8,SE - P.O. (2),17_2022,975,17,2022
T3,UEMSTAyCM CMM,17_2022,70,17,2022
U6,UNAM,17_2022,1488,17,2022
A3,UEMSTAyCM CBTA,18_2022,65,18,2022
B0,Bachilleres,18_2022,3106,18,2022
C1,CONALEP,18_2022,3392,18,2022
D4,UEMSTIS,18_2022,3891,18,2022
G2,Dirección General del Bachillerato,18_2022,131,18,2022
I5,IPN,18_2022,2347,18,2022
M9,UAEM,18_2022,8,18,2022
NO,Desconocido,18_2022,265138,18,2022
S0,SE - COBAEM,18_2022,175,18,2022
S1,SE - CONALEP ESTADO DE MÉXICO,18_2022,655,18,2022
S2,SE - TELEBACHILLERATO,18_2022,73,18,2022
S4,SE - CBT,18_2022,447,18,2022
S5,SE - CECYTEM,18_2022,341,18,2022
S7,SE - P.O. (1),18_2022,695,18,2022
S8,SE - P.O. (2),18_2022,855,18,2022
T3,UEMSTAyCM CMM,18_2022,51,18,2022
U6,UNAM,18_2022,1226,18,2022
A3,UEMSTAyCM CBTA,19_2022,69,19,2022
B0,Bachilleres,19_2022,2495,19,2022
C1,CONALEP,19_2022,3175,19,2022
D4,UEMSTIS,19_2022,3328,19,2022
G2,Dirección General del Bachillerato,19_2022,105,19,2022
I5,IPN,19_2022,1850,19,2022
M9,UAEM,19_2022,10,19,2022
NO,Desconocido,19_2022,267632,19,2022
S0,SE - COBAEM,19_2022,165,19,2022
S1,SE - CONALEP ESTADO DE MÉXICO,19_2022,589,19,2022
S2,SE - TELEBACHILLERATO,19_2022,72,19,2022
S4,SE - CBT,19_2022,368,19,2022
S5,SE - CECYTEM,19_2022,283,19,2022
S7,SE - P.O. (1),19_2022,640,19,2022
S8,SE - P.O. (2),19_2022,742,19,2022
T3,UEMSTAyCM CMM,19_2022,52,19,2022
U6,UNAM,19_2022,1021,19,2022
A3,UEMSTAyCM CBTA,20_2022,87,20,2022
B0,Bachilleres,20_2022,2043,20,2022
C1,CONALEP,20_2022,2949,20,2022
D4,UEMSTIS,20_2022,2761,20,2022
G2,Dirección General del Bachillerato,20_2022,108,20,2022
I5,IPN,20_2022,1499,20,2022
M9,UAEM,20_2022,10,20,2022
NO,Desconocido,20_2022,269544,20,2022
S0,SE - COBAEM,20_2022,174,20,2022
S1,SE - CONALEP ESTADO DE MÉXICO,20_2022,539,20,2022
S2,SE - TELEBACHILLERATO,20_2022,64,20,2022
S4,SE - CBT,20_2022,324,20,2022
S5,SE - CECYTEM,20_2022,224,20,2022
S7,SE - P.O. (1),20_2022,555,20,2022
S8,SE - P.O. (2),20_2022,671,20,2022
T3,UEMSTAyCM CMM,20_2022,65,20,2022
U6,UNAM,20_2022,979,20,2022
A3,UEMSTAyCM CBTA,01_2023,499,01,2023
B0,Bachilleres,01_2023,7185,01,2023
C1,CONALEP,01_2023,5049,01,2023
D4,UEMSTIS,01_2023,12309,01,2023
G2,Dirección General del Bachillerato,01_2023,402,01,2023
I5,IPN,01_2023,33731,01,2023
M9,UAEM,01_2023,1172,01,2023
NO,Desconocido,01_2023,0,01,2023
S0,SE - COBAEM,01_2023,3785,01,2023
S1,SE - CONALEP ESTADO DE MÉXICO,01_2023,8544,01,2023
S2,SE - TELEBACHILLERATO,01_2023,512,01,2023
S4,SE - CBT,01_2023,9626,01,2023
S5,SE - CECYTEM,01_2023,8025,01,2023
S7,SE - P.O. (1),01_2023,16509,01,2023
S8,SE - P.O. (2),01_2023,11590,01,2023
T3,UEMSTAyCM CMM,01_2023,48,01,2023
U6,UNAM,01_2023,167586,01,2023
A3,UEMSTAyCM CBTA,02_2023,466,02,2023
B0,Bachilleres,02_2023,10669,02,2023
C1,CONALEP,02_2023,6664,02,2023
D4,UEMSTIS,02_2023,14244,02,2023
G2,Dirección General del Bachillerato,02_2023,410,02,2023
I5,IPN,02_2023,34836,02,2023
M9,UAEM,02_2023,978,02,2023
NO,Desconocido,02_2023,1088,02,2023
S0,SE - COBAEM,02_2023,3982,02,2023
S1,SE - CONALEP ESTADO DE MÉXICO,02_2023,9488,02,2023
S2,SE - TELEBACHILLERATO,02_2023,415,02,2023
S4,SE - CBT,02_2023,11845,02,2023
S5,SE - CECYTEM,02_2023,9345,02,2023
S7,SE - P.O. (1),02_2023,18763,02,2023
S8,SE - P.O. (2),02_2023,13392,02,2023
T3,UEMSTAyCM CMM,02_2023,53,02,2023
U6,UNAM,02_2023,149934,02,2023
A3,UEMSTAyCM CBTA,03_2023,534,03,2023
B0,Bachilleres,03_2023,16223,03,2023
C1,CONALEP,03_2023,7871,03,2023
D4,UEMSTIS,03_2023,17442,03,2023
G2,Dirección General del Bachillerato,03_2023,550,03,2023
I5,IPN,03_2023,39356,03,2023
M9,UAEM,03_2023,864,03,2023
NO,Desconocido,03_2023,3958,03,2023
S0,SE - COBAEM,03_2023,4220,03,2023
S1,SE - CONALEP ESTADO DE MÉXICO,03_2023,10452,03,2023
S2,SE - TELEBACHILLERATO,03_2023,581,03,2023
S4,SE - CBT,03_2023,12999,03,2023
S5,SE - CECYTEM,03_2023,9745,03,2023
S7,SE - P.O. (1),03_2023,21016,03,2023
S8,SE - P.O. (2),03_2023,15257,03,2023
T3,UEMSTAyCM CMM,03_2023,65,03,2023
U6,UNAM,03_2023,125439,03,2023
A3,UEMSTAyCM CBTA,04_2023,626,04,2023
B0,Bachilleres,04_2023,21352,04,2023
C1,CONALEP,04_2023,9424,04,2023
D4,UEMSTIS,04_2023,19822,04,2023
G2,Dirección General del Bachillerato,04_2023,775,04,2023
I5,IPN,04_2023,45456,04,2023
M9,UAEM,04_2023,606,04,2023
NO,Desconocido,04_2023,16306,04,2023
S0,SE - COBAEM,04_2023,4304,04,2023
S1,SE - CONALEP ESTADO DE MÉXICO,04_2023,10854,04,2023
S2,SE - TELEBACHILLERATO,04_2023,707,04,2023
S4,SE - CBT,04_2023,12302,04,2023
S5,SE - CECYTEM,04_2023,9320,04,2023
S7,SE - P.O. (1),04_2023,21382,04,2023
S8,SE - P.O. (2),04_2023,15694,04,2023
T3,UEMSTAyCM CMM,04_2023,81,04,2023
U6,UNAM,04_2023,97561,04,2023
A3,UEMSTAyCM CBTA,05_2023,610,05,2023
B0,Bachilleres,05_2023,26208,05,2023
C1,CONALEP,05_2023,11035,05,2023
D4,UEMSTIS,05_2023,21562,05,2023
G2,Dirección General del Bachillerato,05_2023,1066,05,2023
I5,IPN,05_2023,49529,05,2023
M9,UAEM,05_2023,430,05,2023
NO,Desconocido,05_2023,35476,05,2023
S0,SE - COBAEM,05_2023,3918,05,2023
S1,SE - CONALEP ESTADO DE MÉXICO,05_2023,10805,05,2023
S2,SE - TELEBACHILLERATO,05_2023,795,05,2023
S4,SE - CBT,05_2023,11310,05,2023
S5,SE - CECYTEM,05_2023,8407,05,2023
S7,SE - P.O. (1),05_2023,19953,05,2023
S8,SE - P.O. (2),05_2023,14932,05,2023
T3,UEMSTAyCM CMM,05_2023,92,05,2023
U6,UNAM,05_2023,70444,05,2023
A3,UEMSTAyCM CBTA,06_2023,530,06,2023
B0,Bachilleres,06_2023,28945,06,2023
C1,CONALEP,06_2023,12049,06,2023
D4,UEMSTIS,06_2023,22448,06,2023
G2,Dirección General del Bachillerato,06_2023,1065,06,2023
I5,IPN,06_2023,45879,06,2023
M9,UAEM,06_2023,281,06,2023
NO,Desconocido,06_2023,67951,06,2023
S0,SE - COBAEM,06_2023,3314,06,2023
S1,SE - CONALEP ESTADO DE MÉXICO,06_2023,9102,06,2023
S2,SE - TELEBACHILLERATO,06_2023,697,06,2023
S4,SE - CBT,06_2023,9145,06,2023
S5,SE - CECYTEM,06_2023,6916,06,2023
S7,SE - P.O. (1),06_2023,16053,06,2023
S8,SE - P.O. (2),06_2023,12698,06,2023
T3,UEMSTAyCM CMM,06_2023,135,06,2023
U6,UNAM,06_2023,49364,06,2023
A3,UEMSTAyCM CBTA,07_2023,501,07,2023
B0,Bachilleres,07_2023,28974,07,2023
C1,CONALEP,07_2023,12867,07,2023
D4,UEMSTIS,07_2023,22336,07,2023
G2,Dirección General del Bachillerato,07_2023,1108,07,2023
I5,IPN,07_2023,39506,07,2023
M9,UAEM,07_2023,226,07,2023
NO,Desconocido,07_2023,97704,07,2023
S0,SE - COBAEM,07_2023,2764,07,2023
S1,SE - CONALEP ESTADO DE MÉXICO,07_2023,7770,07,2023
S2,SE - TELEBACHILLERATO,07_2023,612,07,2023
S4,SE - CBT,07_2023,7163,07,2023
S5,SE - CECYTEM,07_2023,5540,07,2023
S7,SE - P.O. (1),07_2023,12810,07,2023
S8,SE - P.O. (2),07_2023,11018,07,2023
T3,UEMSTAyCM CMM,07_2023,126,07,2023
U6,UNAM,07_2023,35547,07,2023
A3,UEMSTAyCM CBTA,08_2023,436,08,2023
B0,Bachilleres,08_2023,27066,08,2023
C1,CONALEP,08_2023,13489,08,2023
D4,UEMSTIS,08_2023,22088,08,2023
G2,Dirección General del Bachillerato,08_2023,958,08,2023
I5,IPN,08_2023,33047,08,2023
M9,UAEM,08_2023,175,08,2023
NO,Desconocido,08_2023,123791,08,2023
S0,SE - COBAEM,08_2023,2174,08,2023
S1,SE - CONALEP ESTADO DE MÉXICO,08_2023,6752,08,2023
S2,SE - TELEBACHILLERATO,08_2023,608,08,2023
S4,SE - CBT,08_2023,5918,08,2023
S5,SE - CECYTEM,08_2023,4404,08,2023
S7,SE - P.O. (1),08_2023,10433,08,2023
S8,SE - P.O. (2),08_2023,9156,08,2023
T3,UEMSTAyCM CMM,08_2023,145,08,2023
U6,UNAM,08_2023,25932,08,2023
A3,UEMSTAyCM CBTA,09_2023,411,09,2023
B0,Bachilleres,09_2023,24561,09,2023
C1,CONALEP,09_2023,13873,09,2023
D4,UEMSTIS,09_2023,20882,09,2023
G2,Dirección General del Bachillerato,09_2023,808,09,2023
I5,IPN,09_2023,26426,09,2023
M9,UAEM,09_2023,124,09,2023
NO,Desconocido,09_2023,147015,09,2023
S0,SE - COBAEM,09_2023,1903,09,2023
S1,SE - CONALEP ESTADO DE MÉXICO,09_2023,5773,09,2023
S2,SE - TELEBACHILLERATO,09_2023,559,09,2023
S4,SE - CBT,09_2023,4963,09,2023
S5,SE - CECYTEM,09_2023,3568,09,2023
S7,SE - P.O. (1),09_2023,8371,09,2023
S8,SE - P.O. (2),09_2023,7889,09,2023
T3,UEMSTAyCM CMM,09_2023,134,09,2023
U6,UNAM,09_2023,19312,09,2023
A3,UEMSTAyCM CBTA,10_2023,439,10,2023
B0,Bachilleres,10_2023,21408,10,2023
C1,CONALEP,10_2023,13598,10,2023
D4,UEMSTIS,10_2023,19905,10,2023
G2,Dirección General del Bachillerato,10_2023,758,10,2023
I5,IPN,10_2023,21095,10,2023
M9,UAEM,10_2023,107,10,2023
NO,Desconocido,10_2023,166218,10,2023
S0,SE - COBAEM,10_2023,1702,10,2023
S1,SE - CONALEP ESTADO DE MÉXICO,10_2023,5143,10,2023
S2,SE - TELEBACHILLERATO,10_2023,566,10,2023
S4,SE - CBT,10_2023,4085,10,2023
S5,SE - CECYTEM,10_2023,2982,10,2023
S7,SE - P.O. (1),10_2023,6811,10,2023
S8,SE - P.O. (2),10_2023,6809,10,2023
T3,UEMSTAyCM CMM,10_2023,133,10,2023
U6,UNAM,10_2023,14813,10,2023
A3,UEMSTAyCM CBTA,11_2023,268,11,2023
B0,Bachilleres,11_2023,15823,11,2023
C1,CONALEP,11_2023,10412,11,2023
D4,UEMSTIS,11_2023,14698,11,2023
G2,Dirección General del Bachillerato,11_2023,536,11,2023
I5,IPN,11_2023,14555,11,2023
M9,UAEM,11_2023,52,11,2023
NO,Desconocido,11_2023,204014,11,2023
S0,SE - COBAEM,11_2023,964,11,2023
S1,SE - CONALEP ESTADO DE MÉXICO,11_2023,3088,11,2023
S2,SE - TELEBACHILLERATO,11_2023,270,11,2023
S4,SE - CBT,11_2023,2387,11,2023
S5,SE - CECYTEM,11_2023,1794,11,2023
S7,SE - P.O. (1),11_2023,3710,11,2023
S8,SE - P.O. (2),11_2023,4153,11,2023
T3,UEMSTAyCM CMM,11_2023,116,11,2023
U6,UNAM,11_2023,9732,11,2023
A3,UEMSTAyCM CBTA,12_2023,209,12,2023
B0,Bachilleres,12_2023,12425,12,2023
C1,CONALEP,12_2023,8805,12,2023
D4,UEMSTIS,12_2023,12142,12,2023
G2,Dirección General del Bachillerato,12_2023,401,12,2023
I5,IPN,12_2023,10887,12,2023
M9,UAEM,12_2023,41,12,2023
NO,Desconocido,12_2023,222782,12,2023
S0,SE - COBAEM,12_2023,697,12,2023
S1,SE - CONALEP ESTADO DE MÉXICO,12_2023,2307,12,2023
S2,SE - TELEBACHILLERATO,12_2023,171,12,2023
S4,SE - CBT,12_2023,1678,12,2023
S5,SE - CECYTEM,12_2023,1319,12,2023
S7,SE - P.O. (1),12_2023,2525,12,2023
S8,SE - P.O. (2),12_2023,2971,12,2023
T3,UEMSTAyCM CMM,12_2023,116,12,2023
U6,UNAM,12_2023,7096,12,2023
A3,UEMSTAyCM CBTA,13_2023,146,13,2023
B0,Bachilleres,13_2023,9598,13,2023
C1,CONALEP,13_2023,7573,13,2023
D4,UEMSTIS,13_2023,10224,13,2023
G2,Dirección General del Bachillerato,13_2023,298,13,2023
I5,IPN,13_2023,8181,13,2023
M9,UAEM,13_2023,35,13,2023
NO,Desconocido,13_2023,236452,13,2023
S0,SE - COBAEM,13_2023,517,13,2023
S1,SE - CONALEP ESTADO DE MÉXICO,13_2023,1714,13,2023
S2,SE - TELEBACHILLERATO,13_2023,163,13,2023
S4,SE - CBT,13_2023,1267,13,2023
S5,SE - CECYTEM,13_2023,977,13,2023
S7,SE - P.O. (1),13_2023,1843,13,2023
S8,SE - P.O. (2),13_2023,2231,13,2023
T3,UEMSTAyCM CMM,13_2023,83,13,2023
U6,UNAM,13_2023,5270,13,2023
A3,UEMSTAyCM CBTA,14_2023,132,14,2023
B0,Bachilleres,14_2023,7622,14,2023
C1,CONALEP,14_2023,6444,14,2023
D4,UEMSTIS,14_2023,8664,14,2023
G2,Dirección General del Bachillerato,14_2023,234,14,2023
I5,IPN,14_2023,6575,14,2023
M9,UAEM,14_2023,35,14,2023
NO,Desconocido,14_2023,245862,14,2023
S0,SE - COBAEM,14_2023,416,14,2023
S1,SE - CONALEP ESTADO DE MÉXICO,14_2023,1483,14,2023
S2,SE - TELEBACHILLERATO,14_2023,136,14,2023
S4,SE - CBT,14_2023,1042,14,2023
S5,SE - CECYTEM,14_2023,758,14,2023
S7,SE - P.O. (1),14_2023,1477,14,2023
S8,SE - P.O. (2),14_2023,1818,14,2023
T3,UEMSTAyCM CMM,14_2023,87,14,2023
U6,UNAM,14_2023,3787,14,2023
A3,UEMSTAyCM CBTA,15_2023,136,15,2023
B0,Bachilleres,15_2023,6196,15,2023
C1,CONALEP,15_2023,5689,15,2023
D4,UEMSTIS,15_2023,7102,15,2023
G2,Dirección General del Bachillerato,15_2023,189,15,2023
I5,IPN,15_2023,5392,15,2023
M9,UAEM,15_2023,30,15,2023
NO,Desconocido,15_2023,253404,15,2023
S0,SE - COBAEM,15_2023,378,15,2023
S1,SE - CONALEP ESTADO DE MÉXICO,15_2023,1188,15,2023
S2,SE - TELEBACHILLERATO,15_2023,109,15,2023
S4,SE - CBT,15_2023,884,15,2023
S5,SE - CECYTEM,15_2023,611,15,2023
S7,SE - P.O. (1),15_2023,1204,15,2023
S8,SE - P.O. (2),15_2023,1577,15,2023
T3,UEMSTAyCM CMM,15_2023,95,15,2023
U6,UNAM,15_2023,2388,15,2023
A3,UEMSTAyCM CBTA,16_2023,107,16,2023
B0,Bachilleres,16_2023,4651,16,2023
C1,CONALEP,16_2023,4605,16,2023
D4,UEMSTIS,16_2023,5619,16,2023
G2,Dirección General del Bachillerato,16_2023,167,16,2023
I5,IPN,16_2023,3904,16,2023
M9,UAEM,16_2023,19,16,2023
NO,Desconocido,16_2023,261289,16,2023
S0,SE - COBAEM,16_2023,270,16,2023
S1,SE - CONALEP ESTADO DE MÉXICO,16_2023,905,16,2023
S2,SE - TELEBACHILLERATO,16_2023,95,16,2023
S4,SE - CBT,16_2023,649,16,2023
S5,SE - CECYTEM,16_2023,455,16,2023
S7,SE - P.O. (1),16_2023,859,16,2023
S8,SE - P.O. (2),16_2023,1119,16,2023
T3,UEMSTAyCM CMM,16_2023,57,16,2023
U6,UNAM,16_2023,1802,16,2023
A3,UEMSTAyCM CBTA,17_2023,81,17,2023
B0,Bachilleres,17_2023,3751,17,2023
C1,CONALEP,17_2023,3975,17,2023
D4,UEMSTIS,17_2023,4636,17,2023
G2,Dirección General del Bachillerato,17_2023,141,17,2023
I5,IPN,17_2023,3008,17,2023
M9,UAEM,17_2023,16,17,2023
NO,Desconocido,17_2023,265846,17,2023
S0,SE - COBAEM,17_2023,225,17,2023
S1,SE - CONALEP ESTADO DE MÉXICO,17_2023,762,17,2023
S2,SE - TELEBACHILLERATO,17_2023,81,17,2023
S4,SE - CBT,17_2023,513,17,2023
S5,SE - CECYTEM,17_2023,370,17,2023
S7,SE - P.O. (1),17_2023,730,17,2023
S8,SE - P.O. (2),17_2023,957,17,2023
T3,UEMSTAyCM CMM,17_2023,61,17,2023
